"TAIR"	"SYMBOL"	"GENENAME"	"ENTREZID"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"amp_lmr_abs"	"ZT1_wt_1"	"ZT1_wt_2"	"ZT1_wt_3"	"ZT1_wt_4"	"ZT3_wt_1"	"ZT3_wt_2"	"ZT3_wt_3"	"ZT3_wt_4"	"ZT5_wt_1"	"ZT5_wt_2"	"ZT5_wt_3"	"ZT5_wt_4"	"ZT7_wt_1"	"ZT7_wt_2"	"ZT7_wt_3"	"ZT7_wt_4"	"ZT9_wt_1"	"ZT9_wt_2"	"ZT9_wt_3"	"ZT9_wt_4"	"ZT11_wt_1"	"ZT11_wt_2"	"ZT11_wt_3"	"ZT11_wt_4"	"ZT13_wt_1"	"ZT13_wt_2"	"ZT13_wt_3"	"ZT13_wt_4"	"ZT15_wt_1"	"ZT15_wt_2"	"ZT15_wt_3"	"ZT15_wt_4"	"ZT17_wt_1"	"ZT17_wt_2"	"ZT17_wt_4"	"ZT19_wt_1"	"ZT19_wt_2"	"ZT19_wt_3"	"ZT19_wt_4"	"ZT21_wt_1"	"ZT21_wt_2"	"ZT21_wt_3"	"ZT21_wt_4"	"ZT23_wt_1"	"ZT23_wt_2"	"ZT23_wt_3"	"ZT23_wt_4"
"AT3G54830"	NA	NA	"824648"	"UP"	"Rhythmic"	" 1.207673"	" 2.72691548"	"  9.287929"	"6.389982e-15"	"1.501390e-12"	"23.51334139"	"UP"	"Rhythmic"	"1.508788e-13"	"3.210733e-15"	"24"	"22.0"	"1.3979787"	"1.8262553"	"  10.1102516"	" 2.941545619"	" 2.88783745"	" 1.74939279"	" 3.25889132"	" 1.94334135"	" 1.42570995"	" 1.25414184"	" 1.77464790"	" 0.15952021"	" 1.384713393"	" 0.98443609"	" 1.02554615"	" 1.093327612"	" 0.25502140"	" 0.04019651"	" 0.95570201"	"-0.61410675"	"-0.59588529"	" 1.1563190"	" 1.09160481"	"-0.39328766"	"-0.16414595"	"-0.56721760"	"-1.1042153690"	"-0.28653968"	" 0.921988276"	" 0.471011803"	" 0.42217623"	" 1.07089425"	" 0.538992647"	" 0.7306004"	" 1.07070639"	" 2.1259872"	" 1.87820299"	" 3.19022670"	" 2.6925194"	" 2.2320618"	" 1.88539337"	" 1.97430966"	" 3.14949547"	" 2.62107244"	" 2.95766114"	" 2.615745118"	" 3.1288514"	" 3.680308982"	" 3.091428021"	" 3.817724912"
"AT5G24780"	"ATVSP1"	"encodes an acid phosphatase similar to soybean vegetative storage proteins. Gene expression is induced by wounding and jasmonic acid."	"832547"	"UP"	"Rhythmic"	" 1.199529"	" 4.77081570"	"  3.980370"	"1.360375e-04"	"2.544855e-03"	" 0.32068847"	"UP"	"Rhythmic"	"3.049736e-07"	"3.726071e-08"	"24"	"10.0"	"2.3911299"	"2.7466774"	" 162.4486543"	" 5.357998084"	" 1.36501011"	" 5.68376085"	" 2.43704096"	" 4.25570845"	" 3.68096570"	" 3.61991059"	" 6.47473756"	" 6.51520293"	" 8.944265681"	" 6.40558489"	" 8.55062559"	" 5.354049121"	" 7.70883631"	" 9.73140280"	" 6.35871630"	" 8.56774675"	" 7.20098700"	" 8.5199138"	" 8.76657547"	" 7.76694035"	" 7.50265808"	" 9.11369961"	" 8.3727359907"	" 8.76877915"	" 6.549733879"	" 8.426489827"	" 5.88900153"	" 6.52618820"	" 7.116871775"	" 6.9029085"	" 5.23296160"	" 4.0433405"	" 7.01139371"	" 5.49778869"	" 6.3872757"	" 4.3853720"	" 5.93772683"	" 3.82402713"	" 5.05071997"	" 4.05224548"	" 3.69066647"	" 5.600376008"	" 3.8141671"	" 1.424429446"	" 3.689148763"	" 5.646461542"
"AT4G37980"	"ATCAD7"	NA	"829954"	"DOWN"	"Rhythmic"	"-1.192704"	" 5.59804806"	"-10.563832"	"1.276031e-17"	"3.811224e-15"	"29.63390225"	"DOWN"	"Rhythmic"	"2.085738e-07"	"2.439398e-08"	"24"	" 6.0"	"0.6961107"	"0.7954082"	"  60.8540095"	" 7.022692082"	" 6.56561541"	" 7.32299914"	" 6.45218044"	" 7.44735550"	" 7.64759803"	" 7.52708357"	" 7.63691529"	" 7.32237478"	" 6.418279334"	" 6.28885888"	" 7.42891181"	" 6.628314759"	" 7.56559891"	" 7.08806327"	" 6.85867808"	" 7.28160501"	" 7.39944605"	" 7.3774904"	" 7.34667221"	" 6.95642655"	" 6.64286757"	" 7.24762616"	" 6.7207746840"	" 6.74427949"	" 6.352766295"	" 6.303997852"	" 6.80095599"	" 6.52871592"	" 6.142996592"	" 6.0386845"	" 6.46064522"	" 5.0742976"	" 6.14205188"	" 6.49283115"	" 5.9933131"	" 6.0747390"	" 5.83303385"	" 5.58459381"	" 5.92815628"	" 5.95938561"	" 6.03824288"	" 6.426573817"	" 6.0114669"	" 6.202147172"	" 6.235367152"	" 5.405254750"
"AT1G06080"	"ADS1"	"homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature."	"837117"	"DOWN"	"Rhythmic"	"-1.187956"	"-1.59669642"	" -6.486511"	"4.155957e-09"	"3.240543e-07"	"10.37071658"	"DOWN"	"Rhythmic"	"2.117515e-04"	"5.247524e-05"	"24"	" 5.0"	"0.8502350"	"1.1692090"	"   0.6132576"	"-0.853548144"	"-1.87381301"	"-0.55089334"	"-2.03460844"	" 0.74133272"	"-0.11884182"	" 0.32848753"	" 0.34322291"	" 2.23982882"	"-0.351334802"	"-0.62137876"	" 0.67922915"	" 2.091304366"	" 1.74910965"	" 1.96968580"	" 1.90337935"	"-0.64527853"	"-0.50780200"	"-1.0744797"	" 0.09359889"	"-1.81523434"	"-2.63224581"	"-0.43249753"	"-2.6457189651"	"-0.37939521"	"-1.918302885"	"-1.557996933"	"-0.77139499"	"-0.65345011"	"-1.333045469"	"-2.6168156"	"-1.52325785"	"-2.2037787"	"-1.03285653"	"-0.46294899"	"-1.8001960"	"-0.8918185"	"-1.67622726"	"-1.60214203"	"-1.41215839"	"-1.96642332"	"-2.28224233"	"-1.943324015"	"-1.2135468"	" 0.529567905"	" 0.018452996"	"-0.358622127"
"AT1G06830"	"CEPD1"	NA	"837195"	"UP"	"Rhythmic"	" 1.187589"	" 1.63613455"	"  5.781446"	"9.765557e-08"	"5.214807e-06"	" 7.29225716"	"UP"	"Rhythmic"	"9.608392e-08"	"1.022889e-08"	"24"	"19.0"	"1.6782887"	"1.8585772"	"   5.1796776"	" 2.034861355"	" 1.37610848"	" 0.76860449"	" 2.25411915"	"-0.17400008"	"-0.22226356"	"-0.58101995"	" 1.32593901"	"-2.04213748"	"-2.877201295"	"-0.47757634"	"-2.54967383"	"-3.398799111"	"-1.70662886"	"-1.62159949"	"-0.57759070"	"-1.87391136"	"-1.96524582"	"-0.5386483"	"-1.44285926"	"-0.42696350"	"-0.44299386"	"-1.24721973"	"-0.7602559727"	" 1.47985280"	" 0.217903091"	"-0.665014037"	"-1.69396056"	"-0.05755665"	" 1.533098133"	" 1.5482500"	" 1.24559129"	" 2.0737953"	" 0.89696534"	" 1.74215598"	" 1.7346261"	" 1.2117600"	" 1.35575751"	" 1.94649513"	" 1.03470597"	" 0.99107726"	" 1.86848983"	" 0.796632174"	" 1.7127296"	" 2.239844280"	" 1.482091305"	" 1.927911408"
"AT3G56400"	"ATWRKY70"	"member of WRKY Transcription Factor; Group III. Function as activator of SA-dependent defense genes and a repressor of JA-regulated genes. WRKY70-controlled suppression of  JA-signaling is partly executed by NPR1."	"824807"	"DOWN"	"Rhythmic"	"-1.183066"	" 4.79469341"	" -5.908106"	"5.596872e-08"	"3.204226e-06"	" 7.83399894"	"DOWN"	"Rhythmic"	"4.439796e-07"	"5.651154e-08"	"24"	"10.0"	"1.7492403"	"1.3484763"	"  57.3409164"	" 3.806149705"	" 5.06131317"	" 2.28464075"	" 4.67317667"	" 4.41880751"	" 3.93619954"	" 4.36659708"	" 3.78131797"	" 3.68782994"	" 3.191423347"	" 4.22930165"	" 3.54408068"	" 4.087164934"	" 4.54681926"	" 3.67606075"	" 4.39747767"	" 5.95504800"	" 5.61928390"	" 6.0690528"	" 6.02735364"	" 6.74417328"	" 6.43775363"	" 6.28238844"	" 6.2316252321"	" 6.04304172"	" 6.568857331"	" 6.666643959"	" 6.20800922"	" 3.05377706"	" 5.527984439"	" 5.0415841"	" 2.76134398"	" 4.5105935"	" 4.38543584"	" 2.63603375"	" 2.5757380"	" 2.9142938"	" 2.19135145"	" 3.94468468"	" 2.27032428"	" 3.61735628"	" 2.74577326"	" 2.373630473"	" 3.9478407"	" 2.198798291"	" 2.786236716"	" 2.713813990"
"AT1G62510"	NA	NA	"842548"	"DOWN"	"Rhythmic"	"-1.181699"	"-1.21993414"	" -5.465229"	"3.831114e-07"	"1.767327e-05"	" 5.96441199"	"DOWN"	"Rhythmic"	"1.326236e-06"	"1.892042e-07"	"24"	" 5.0"	"1.4059894"	"1.8651105"	"   1.7156078"	"-2.309120793"	"-2.63230334"	"-2.79534726"	"-3.14361518"	"-0.05042704"	" 1.92734875"	"-0.64128286"	" 0.60669546"	" 1.19674061"	" 0.743328369"	" 1.60188350"	" 1.80558799"	" 0.599514929"	"-0.62452028"	" 0.77375586"	" 0.33110097"	"-0.62372064"	"-0.95589786"	"-0.8323442"	" 0.34008633"	"-2.19465064"	"-1.80478801"	"-2.71553691"	"-3.7117667159"	"-1.30193764"	"-1.797914002"	"-2.979858448"	"-1.63073276"	"-1.69543225"	"-2.639804123"	"-2.6280699"	"-2.65860982"	"-3.2325091"	"-3.03038972"	"-2.54907724"	"-3.8837926"	"-1.1110543"	"-3.22355603"	"-2.80562192"	"-2.55848774"	"-1.83728481"	"-3.11814807"	"-3.457736464"	"-2.1984898"	"-1.888305685"	"-2.630736391"	"-3.382113500"
"AT1G04620"	"HCAR"	NA	"839472"	"UP"	"Rhythmic"	" 1.181408"	" 2.66842363"	"  8.918317"	"3.875251e-14"	"7.672996e-12"	"21.73932522"	"UP"	"Rhythmic"	"6.487542e-08"	"6.549391e-09"	"24"	"14.0"	"0.9629735"	"1.3576457"	"   6.9256506"	" 1.692036851"	" 0.95971374"	" 1.01239954"	" 1.42796300"	"-0.13009635"	" 0.43093701"	" 1.02303865"	" 0.95773545"	" 0.43389886"	" 0.709602982"	" 1.45154453"	" 0.57335375"	" 2.480384191"	" 1.61764329"	" 0.43336057"	" 1.85471570"	" 3.17261520"	" 3.13448270"	" 3.5345978"	" 3.81639464"	" 3.87373122"	" 3.56540236"	" 3.98159269"	" 4.0040643521"	" 3.91449854"	" 3.411419650"	" 3.655474873"	" 3.67072972"	" 3.28963001"	" 2.931990570"	" 3.6013538"	" 3.59267494"	" 2.9011831"	" 3.05049879"	" 3.18602422"	" 2.9160892"	" 2.5926390"	" 3.09710086"	" 2.56811977"	" 3.34509209"	" 3.19789506"	" 3.08159809"	" 2.692202649"	" 2.2988095"	" 3.203046447"	" 2.764077713"	" 2.800503990"
"AT4G32280"	"IAA29"	"Auxin inducible protein."	"829361"	"DOWN"	"Rhythmic"	"-1.174553"	"-1.40755442"	" -5.323845"	"6.979439e-07"	"2.985235e-05"	" 5.38295541"	"DOWN"	"Rhythmic"	"1.011179e-05"	"1.783420e-06"	"24"	" 6.0"	"1.1525939"	"1.3238102"	"   0.7630143"	"-1.730997559"	"-0.34288247"	"-1.01485244"	"-2.39691765"	"-0.23026845"	" 0.21806895"	" 0.84580070"	" 0.81115941"	" 1.16219426"	" 0.270290084"	"-0.13232598"	" 0.71034266"	" 1.736876012"	" 2.30670247"	" 1.85096405"	" 1.70253827"	" 0.47327430"	"-0.42531603"	"-1.5366928"	"-0.82169244"	"-2.11311047"	"-2.57581200"	"-0.99348631"	"-0.4841836141"	"-0.88344388"	" 0.075856868"	"-0.928733922"	"-1.80976298"	"-0.34053573"	"-2.097389449"	"-1.2532011"	"-1.04661198"	"-2.4072719"	"-2.37509280"	"-2.47253160"	"-1.4971979"	"-1.7686017"	"-2.17238903"	"-0.97417536"	"-2.43661967"	"-0.40411866"	"-2.42643357"	"-0.643544760"	"-1.2063852"	"-2.366445570"	"-2.377271763"	"-2.455010699"
"AT1G72910"	"TN8"	NA	"843622"	"DOWN"	"Rhythmic"	"-1.174392"	" 3.60814571"	" -5.401457"	"5.025933e-07"	"2.225301e-05"	" 5.70116353"	"DOWN"	"Rhythmic"	"1.247636e-05"	"2.257809e-06"	"24"	"10.0"	"0.7461913"	"1.1869862"	"  19.7596714"	" 2.312873961"	" 2.68447781"	" 1.97012898"	" 2.28132737"	" 3.07505459"	" 2.84284343"	" 3.03976374"	" 2.92377339"	" 2.43602188"	" 2.097926637"	" 2.44212061"	" 1.87580786"	" 1.896529390"	" 2.18526903"	" 1.59724033"	" 1.88572002"	" 2.94062807"	" 3.26796699"	" 3.1081311"	" 2.36113732"	" 4.69599640"	" 5.04527630"	" 5.50496901"	" 4.4145621814"	" 4.96530058"	" 5.792099494"	" 5.871635239"	" 5.22420676"	" 2.18809187"	" 2.727399773"	" 2.3474274"	" 1.08567085"	" 2.7270500"	" 2.00083669"	" 1.61724695"	" 1.1943834"	" 1.7852314"	" 0.95453751"	" 1.72214955"	" 0.81619908"	" 1.67253822"	" 1.71906854"	" 1.071603460"	" 1.5269927"	"-0.455782467"	" 1.108615679"	" 1.188142012"
"AT2G38530"	"AtLtpI-5"	"Involved in lipid transfer between membranes. Belongs to a family of Lipid transfer proteins. Sequence similarity to other plant/Arabidopsis LPT genes but highest similarity to LPT1. Stress and pathogen-inducible motifs found in the upstream region. Expressed in flower, leaves and siliques but absent in roots. Predicted to be a member of PR-14 pathogenesis-related protein family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15."	"818435"	"DOWN"	"Rhythmic"	"-1.174240"	" 4.01529243"	" -7.555157"	"2.804945e-11"	"3.273427e-09"	"15.26699436"	"DOWN"	"Rhythmic"	"1.743515e-03"	"5.441683e-04"	"24"	" 9.0"	"0.4974475"	"0.7150621"	"  17.2044527"	" 3.032125559"	" 2.81169637"	" 3.31941436"	" 2.42965695"	" 2.44609216"	" 3.88995351"	" 2.20806515"	" 3.71698399"	" 3.50720237"	" 4.467417921"	" 2.97742785"	" 3.80567428"	" 2.720360940"	" 3.51346484"	" 3.69595275"	" 3.02905983"	" 3.59124342"	" 3.21033360"	" 3.5014341"	" 4.53083845"	" 4.04899577"	" 4.98656111"	" 3.30135749"	" 3.4028206143"	" 3.11707846"	" 3.885704079"	" 3.776284361"	" 3.59164988"	" 2.72520785"	" 3.313040116"	" 2.8719994"	" 1.33469127"	" 3.3130520"	" 2.66803423"	" 2.45777448"	" 2.7616188"	" 3.6356643"	" 2.96239972"	" 2.27921239"	" 2.28395044"	" 2.79668001"	" 2.69271996"	" 2.852294253"	" 2.3505284"	" 1.821681229"	" 2.973473795"	" 2.861074795"
"AT5G08640"	"ATFLS1"	"Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols."	"830765"	"UP"	"Rhythmic"	" 1.168278"	" 3.90176203"	"  3.868307"	"2.027689e-04"	"3.486043e-03"	"-0.05727534"	"UP"	"Rhythmic"	"6.230113e-03"	"2.238980e-03"	"24"	"21.0"	"1.1553586"	"1.2841687"	"  14.2845990"	" 4.888291838"	" 4.44220902"	" 5.27936576"	" 4.85510185"	" 3.46723912"	" 3.66350401"	" 4.23729879"	" 3.93904571"	" 0.63656588"	"-0.265856866"	" 1.51159422"	" 1.77674234"	" 1.148598168"	" 0.20610504"	"-0.68730620"	" 0.16564802"	" 0.69384710"	"-1.22828329"	" 2.0802613"	" 1.68470270"	" 4.59973349"	" 5.53397932"	" 0.48150405"	" 2.2907822740"	" 2.51131718"	" 1.042926071"	" 3.036788162"	" 1.99139592"	" 1.88430982"	" 0.708340649"	" 0.3232006"	" 2.38433153"	" 1.9022056"	" 2.54126747"	" 1.05801141"	" 2.5630362"	" 1.8907790"	" 2.84659823"	" 2.45431974"	" 3.13782455"	" 3.26899953"	" 3.27356374"	" 3.223153799"	" 2.9802612"	" 3.107507713"	" 3.628294545"	" 3.089983298"
"AT2G15960"	NA	NA	"816091"	"UP"	"Rhythmic"	" 1.168213"	" 4.05388498"	"  4.094057"	"9.009964e-05"	"1.820798e-03"	" 0.71189291"	"UP"	"Rhythmic"	"1.765286e-04"	"4.290501e-05"	"24"	"12.0"	"0.7981550"	"1.9732076"	"  38.0739926"	"-0.271306157"	" 0.73330179"	"-1.44547645"	" 0.46764169"	" 1.56071699"	" 2.13052749"	" 1.76758885"	" 0.72174624"	" 4.78213999"	" 4.523582592"	" 4.89292685"	" 4.35020028"	" 6.686226165"	" 5.90975194"	" 6.36927447"	" 6.49965294"	" 6.46229010"	" 6.69051926"	" 6.1347071"	" 5.86064655"	" 4.69149919"	" 4.10145422"	" 4.66651957"	" 4.7697816055"	" 6.58914387"	" 5.882660923"	" 5.428738981"	" 6.06804880"	" 4.75864524"	" 3.957930746"	" 4.1913947"	" 5.34761771"	" 4.8665392"	" 4.82967696"	" 4.99423335"	" 5.0813095"	" 5.0589031"	" 4.59866947"	" 4.96449522"	" 4.27230299"	" 5.13065375"	" 4.94499858"	" 4.744902303"	" 4.4087306"	" 4.158674271"	" 3.514407047"	" 4.218856035"
"AT1G12390"	"Cnih4"	NA	"837794"	"DOWN"	"Rhythmic"	"-1.161988"	" 1.35057574"	" -7.497637"	"3.688681e-11"	"4.248493e-09"	"14.99820795"	"DOWN"	"Rhythmic"	"4.252366e-05"	"8.817469e-06"	"24"	"19.5"	"0.5633154"	"0.6164370"	"   2.0833693"	" 1.509843869"	" 2.36305896"	" 0.76275189"	" 2.95132259"	" 2.26038938"	" 2.24900570"	" 2.99070840"	" 2.58906566"	" 1.35479448"	" 1.881085976"	" 1.23962470"	" 2.18267707"	" 2.474053531"	" 2.84985340"	" 2.36060573"	" 1.77424113"	" 1.57940332"	" 2.62677073"	" 1.5737896"	" 1.69404954"	" 1.84282331"	" 2.19195803"	" 2.15096378"	" 1.9535659660"	" 2.61966565"	" 2.746451097"	" 2.081993587"	" 2.71652362"	" 1.95519299"	" 3.044938715"	" 2.8966249"	" 2.96954178"	" 2.8602699"	" 3.20358517"	" 2.87361193"	" 3.3846506"	" 3.1630891"	" 3.00525102"	" 2.74223817"	" 2.87554714"	" 3.19181640"	" 3.28105815"	" 2.684179956"	" 3.8185825"	" 3.269785621"	" 3.251601365"	" 3.962014198"
"AT2G21130"	NA	NA	"816648"	"UP"	"Rhythmic"	" 1.158571"	" 2.30332157"	"  4.692472"	"9.226846e-06"	"2.730209e-04"	" 2.89110674"	"UP"	"Rhythmic"	"3.609574e-11"	"1.577217e-12"	"24"	"11.0"	"2.2554958"	"2.5817756"	"  18.7834106"	"-0.618649912"	"-1.57971029"	"-0.80920250"	"-1.99529511"	"-3.37828096"	"-1.16195727"	"-2.43157704"	"-1.73047042"	"-1.52420483"	"-0.057985177"	"-0.14900129"	" 0.22658210"	" 2.656160500"	" 2.02143880"	" 2.58653591"	" 2.37564522"	" 3.91708283"	" 3.85560485"	" 4.2150479"	" 4.14990226"	" 3.61791209"	" 3.86993270"	" 3.16071167"	" 3.6584140671"	" 2.51993076"	" 2.775277102"	" 2.249998917"	" 3.18947268"	" 1.62528055"	" 1.518844359"	" 0.8070387"	" 0.77717304"	" 0.7179457"	" 0.73376126"	" 0.45934531"	" 0.7492254"	" 1.2120988"	" 0.34528455"	"-0.32262151"	" 0.34657760"	" 0.33827659"	"-0.22160562"	"-0.704760543"	"-0.6682341"	"-3.717203312"	"-0.273580420"	"-1.885421614"
"AT5G62210"	NA	NA	"836342"	"UP"	"Rhythmic"	" 1.157827"	" 0.39577409"	"  4.305598"	"4.109566e-05"	"9.466507e-04"	" 1.45987471"	"UP"	"Rhythmic"	"1.092236e-02"	"4.161432e-03"	"24"	" 4.0"	"1.1473717"	"0.9600405"	"   0.7679412"	" 1.867009442"	" 1.61770634"	" 2.15764316"	" 0.72277508"	" 2.30437574"	" 3.68541465"	" 2.70016674"	" 2.67366507"	" 1.15019425"	" 0.406955364"	" 1.82816256"	" 1.41703052"	"-0.005937768"	" 0.08294109"	"-1.70565761"	" 1.36077638"	" 1.03245245"	"-1.71488718"	" 2.2007084"	" 0.47164721"	" 2.27088038"	" 2.17140029"	" 0.15917854"	" 0.5108801073"	" 1.53740946"	" 0.793698242"	" 1.775410304"	" 1.81191640"	"-0.55532334"	"-1.429569234"	"-0.1178484"	"-0.70057358"	" 0.6297098"	" 0.41674036"	"-1.86262896"	"-1.3633562"	"-1.3103729"	"-0.45896926"	"-0.86320031"	"-1.78041010"	" 0.30341195"	"-1.03402369"	"-0.683607129"	" 0.1666443"	" 1.745052480"	" 0.369427076"	" 0.717510860"
"AT1G14280"	"PKS2"	"Encodes phytochrome kinase substrate 2.  PKS proteins are critical for hypocotyl phototropism. Forms a complex with Phot1, Phot2 and NPH3."	"837989"	"DOWN"	"Rhythmic"	"-1.148644"	" 3.75133756"	" -6.236570"	"1.292505e-08"	"8.760201e-07"	" 9.26268520"	"DOWN"	"Rhythmic"	"2.121729e-10"	"1.102885e-11"	"24"	" 0.0"	"1.7146452"	"1.7566635"	"  43.8442053"	" 6.402892468"	" 6.65049458"	" 5.29443865"	" 6.42075095"	" 6.04519330"	" 5.49920337"	" 5.74663559"	" 5.86857916"	" 5.44098802"	" 5.441099826"	" 4.74542423"	" 5.34976084"	" 4.785974222"	" 4.96232490"	" 4.84392556"	" 4.38831250"	" 2.92820983"	" 3.07506076"	" 2.0289576"	" 1.77621048"	" 1.27861079"	" 0.38359523"	" 1.37468743"	" 1.0918373834"	" 3.74563619"	" 4.525070508"	" 4.244811345"	" 4.26773112"	" 3.00195112"	" 3.727974877"	" 3.2714014"	" 3.32176114"	" 2.9013619"	" 3.16006460"	" 3.22046347"	" 3.5651475"	" 4.1778661"	" 3.55337560"	" 4.09731384"	" 4.68935081"	" 5.24703976"	" 4.80190972"	" 5.107503698"	" 6.2732888"	" 6.499115234"	" 6.076405723"	" 6.200051886"
"AT1G05900"	"ATNTH2"	NA	"837100"	"UP"	"Rhythmic"	" 1.146435"	" 1.51551475"	"  7.760060"	"1.053676e-11"	"1.355320e-09"	"16.22822412"	"UP"	"Rhythmic"	"1.221030e-04"	"2.849208e-05"	"24"	" 1.0"	"0.5100253"	"0.7220501"	"   1.2793263"	" 2.121369380"	" 2.03782442"	" 2.36721731"	" 1.25308558"	" 1.72074195"	" 1.85573328"	" 1.90265451"	" 2.21431761"	" 1.82785941"	" 1.553821671"	" 2.55893574"	" 2.35640300"	" 2.676708509"	" 0.59868648"	" 1.97934294"	" 1.10816272"	" 0.66201097"	" 1.93400792"	" 1.4421222"	" 2.05508160"	" 1.42270117"	" 0.45543063"	" 0.69320085"	" 1.4154849390"	" 1.41097772"	"-0.503248357"	"-0.883419416"	"-1.09910020"	"-0.28075549"	" 1.144210960"	" 1.0473074"	" 0.98083234"	" 1.8202183"	" 1.12503157"	" 1.48708112"	" 1.2094083"	" 1.5242498"	" 1.10657475"	" 1.89054976"	" 2.03500263"	" 0.67940097"	" 1.37883463"	" 1.441086529"	" 1.9048644"	" 2.271169922"	" 1.604434985"	" 1.092372457"
"AT4G04330"	"AtRbcX1"	NA	"825753"	"UP"	"Rhythmic"	" 1.140612"	" 4.02522347"	"  3.700786"	"3.633557e-04"	"5.534187e-03"	"-0.60765120"	"UP"	"Rhythmic"	"3.049736e-07"	"3.726071e-08"	"24"	"11.5"	"1.6125407"	"2.2135326"	"  41.8119962"	"-0.323589722"	"-1.31890664"	"-0.87783520"	"-0.55129714"	"-3.44856273"	"-1.46202374"	"-0.58080178"	"-2.33399906"	" 3.04308677"	" 2.491677134"	" 2.93245957"	" 2.62735468"	" 5.008749782"	" 4.59371916"	" 5.23604311"	" 5.16418925"	" 6.30324993"	" 5.98583120"	" 6.4048167"	" 6.22512573"	" 4.82026058"	" 4.61528532"	" 4.07081645"	" 4.6264253278"	" 4.13125525"	" 3.458351942"	" 3.351525896"	" 3.79388920"	" 3.29739135"	" 3.287827376"	" 3.1721717"	" 3.43166519"	" 3.3066825"	" 3.54479290"	" 2.85666719"	" 3.1556173"	" 3.2222487"	" 2.54076578"	" 3.48254067"	" 3.22019589"	" 3.38978903"	" 2.90418616"	" 2.763452057"	" 1.4247019"	" 1.495153911"	" 1.185573190"	" 1.347706853"
"AT5G20670"	NA	NA	"832190"	"UP"	"Rhythmic"	" 1.138832"	" 0.90339235"	"  6.515100"	"3.646560e-09"	"2.875079e-07"	"10.49850942"	"UP"	"Rhythmic"	"1.051844e-06"	"1.454030e-07"	"24"	"20.0"	"1.1582611"	"1.1448887"	"   1.6573904"	" 0.174355344"	" 0.55521082"	" 1.82065415"	" 1.38910608"	"-1.30417023"	"-0.02208739"	"-0.60201613"	" 0.02034962"	"-0.16039982"	"-0.540670166"	"-0.09432543"	" 0.80990354"	" 0.069066029"	" 0.53707859"	"-0.20967604"	"-1.70242273"	"-0.09185414"	"-1.42739335"	" 0.3343095"	"-0.16324158"	"-0.85130878"	"-0.65795854"	" 0.59781390"	"-0.6287309030"	"-0.51616422"	" 0.269277080"	" 1.074428556"	" 0.35218760"	" 1.55316753"	" 0.270804074"	" 0.1552510"	" 0.56961954"	" 0.6654556"	"-0.01848841"	" 0.60646051"	" 1.9635194"	" 1.5786807"	" 1.15504340"	" 1.27497392"	" 1.18736038"	" 2.63463471"	" 1.51434539"	" 2.405777898"	" 2.5628099"	" 2.726658506"	" 1.588790926"	" 2.704670642"
"AT2G45660"	"AGL20"	"Controls flowering and is required for CO to promote flowering. It acts downstream of FT. Overexpression of (SOC1) AGL20 suppresses not only the late flowering of plants that have functional FRI and FLC alleles but also the delayed phase transitions during the vegetative stages of development. AGL20/SOC1 acts with AGL24 to promote flowering and inflorescence meristem identity.AGL20 upregulates expression of AGL24 in response to GA."	"819174"	"UP"	"Rhythmic"	" 1.135921"	" 2.81109428"	"  7.551903"	"2.848783e-11"	"3.302715e-09"	"15.25177384"	"UP"	"Rhythmic"	"2.681375e-07"	"3.237979e-08"	"24"	" 7.0"	"0.9488110"	"1.0957949"	"   5.7501586"	" 1.155858349"	" 1.76490457"	" 0.67874185"	" 1.65423572"	" 2.68022097"	" 3.16827148"	" 3.05059311"	" 3.11563262"	" 4.43125523"	" 4.304094742"	" 4.31833263"	" 4.04495325"	" 4.292772330"	" 3.99074116"	" 4.82692423"	" 4.75595622"	" 4.28089067"	" 3.46366678"	" 3.7582818"	" 3.45866901"	" 2.89709117"	" 3.13364182"	" 2.58791603"	" 3.2766761755"	" 3.38394226"	" 2.644924309"	" 2.980636817"	" 2.38082393"	" 2.21490792"	" 3.280601287"	" 3.0884353"	" 2.89360857"	" 2.6988132"	" 2.06695912"	" 1.70097238"	" 2.1228054"	" 2.6447836"	" 2.14561246"	" 2.45702748"	" 1.45533422"	" 2.11285868"	" 2.37737271"	" 2.230487889"	" 2.9847753"	" 2.127525749"	" 1.282599773"	" 2.478456606"
