id	run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera	fastq_1	fastq_2	md5_1	md5_2	single_end
SRX17979109_SRR21996648	SRR21996648	SRX17979109	SAMN31394074	SRS15494027	PRJNA892713	SRP403809	SRA1524622	GSM6664734_r1	GSM6664734_r1	GSM6664734	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664734	Illumina HiSeq 4000	ILLUMINA	4522610815	29951065	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 2	Illumina HiSeq 4000 sequencing: GSM6664734: Renal tubule, control genotype, ZT20, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 2	b961b273341f5afceb144cc33b244e9b	2218425940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz		b961b273341f5afceb144cc33b244e9b		true
SRX17979108_SRR21996649	SRR21996649	SRX17979108	SAMN31394075	SRS15494026	PRJNA892713	SRP403809	SRA1524622	GSM6664733_r1	GSM6664733_r1	GSM6664733	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664733	Illumina HiSeq 4000	ILLUMINA	4127039588	27331388	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 1	Illumina HiSeq 4000 sequencing: GSM6664733: Renal tubule, control genotype, ZT20, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 1	7c278c8e2d44a294d22886c25f12ae6e	2035195669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz		7c278c8e2d44a294d22886c25f12ae6e		true
SRX17979107_SRR21996650	SRR21996650	SRX17979107	SAMN31394076	SRS15494025	PRJNA892713	SRP403809	SRA1524622	GSM6664732_r1	GSM6664732_r1	GSM6664732	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664732	Illumina HiSeq 4000	ILLUMINA	4281780613	28356163	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 5	Illumina HiSeq 4000 sequencing: GSM6664732: Renal tubule, control genotype, ZT16, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 5	5bbc922856a5996945a19374c90e4a2e	2096130405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz		5bbc922856a5996945a19374c90e4a2e		true
SRX17979106_SRR21996651	SRR21996651	SRX17979106	SAMN31394077	SRS15494024	PRJNA892713	SRP403809	SRA1524622	GSM6664731_r1	GSM6664731_r1	GSM6664731	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664731	Illumina HiSeq 4000	ILLUMINA	4003434310	26512810	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 4	Illumina HiSeq 4000 sequencing: GSM6664731: Renal tubule, control genotype, ZT16, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 4	89c46f6dd0e9fd540a37fa1ed84f825e	1975049499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz		89c46f6dd0e9fd540a37fa1ed84f825e		true
SRX17979105_SRR21996652	SRR21996652	SRX17979105	SAMN31394078	SRS15494023	PRJNA892713	SRP403809	SRA1524622	GSM6664730_r1	GSM6664730_r1	GSM6664730	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664730	Illumina HiSeq 4000	ILLUMINA	3995685141	26461491	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 3	Illumina HiSeq 4000 sequencing: GSM6664730: Renal tubule, control genotype, ZT16, rep 3 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 3	3444713bb5897fc7c4ec6a95b8beae6a	1970999230	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz		3444713bb5897fc7c4ec6a95b8beae6a		true
SRX17979104_SRR21996653	SRR21996653	SRX17979104	SAMN31394079	SRS15494022	PRJNA892713	SRP403809	SRA1524622	GSM6664729_r1	GSM6664729_r1	GSM6664729	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664729	Illumina HiSeq 4000	ILLUMINA	4055098960	26854960	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 2	Illumina HiSeq 4000 sequencing: GSM6664729: Renal tubule, control genotype, ZT16, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 2	eeb5384e864866b89287805d48f99d96	2022895216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz		eeb5384e864866b89287805d48f99d96		true
SRX17979103_SRR21996654	SRR21996654	SRX17979103	SAMN31394080	SRS15494021	PRJNA892713	SRP403809	SRA1524622	GSM6664728_r1	GSM6664728_r1	GSM6664728	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664728	Illumina HiSeq 4000	ILLUMINA	4124213623	27312673	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 1	Illumina HiSeq 4000 sequencing: GSM6664728: Renal tubule, control genotype, ZT16, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 1	30cc768b231cce706e5b2ebc1b8a3734	2003976762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/054/SRR21996654/SRR21996654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/054/SRR21996654/SRR21996654.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/054/SRR21996654/SRR21996654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/054/SRR21996654/SRR21996654.fastq.gz		30cc768b231cce706e5b2ebc1b8a3734		true
SRX17979102_SRR21996655	SRR21996655	SRX17979102	SAMN31394081	SRS15494020	PRJNA892713	SRP403809	SRA1524622	GSM6664727_r1	GSM6664727_r1	GSM6664727	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664727	Illumina HiSeq 4000	ILLUMINA	3992560498	26440798	10090	Mus musculus	Renal tubule, control genotype, ZT12, rep 5	Illumina HiSeq 4000 sequencing: GSM6664727: Renal tubule, control genotype, ZT12, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT12, rep 5	7aa91b644c9733c247bd52dc40300341	1981802409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/055/SRR21996655/SRR21996655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/055/SRR21996655/SRR21996655.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/055/SRR21996655/SRR21996655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/055/SRR21996655/SRR21996655.fastq.gz		7aa91b644c9733c247bd52dc40300341		true
SRX17979101_SRR21996656	SRR21996656	SRX17979101	SAMN31394082	SRS15494019	PRJNA892713	SRP403809	SRA1524622	GSM6664726_r1	GSM6664726_r1	GSM6664726	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664726	Illumina HiSeq 4000	ILLUMINA	4186626302	27726002	10090	Mus musculus	Renal tubule, control genotype, ZT12, rep 4	Illumina HiSeq 4000 sequencing: GSM6664726: Renal tubule, control genotype, ZT12, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT12, rep 4	0360ffda06edb8c0f65069e88187a3f0	2078841205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/056/SRR21996656/SRR21996656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/056/SRR21996656/SRR21996656.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/056/SRR21996656/SRR21996656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/056/SRR21996656/SRR21996656.fastq.gz		0360ffda06edb8c0f65069e88187a3f0		true
SRX17979100_SRR21996657	SRR21996657	SRX17979100	SAMN31394083	SRS15494018	PRJNA892713	SRP403809	SRA1524622	GSM6664725_r1	GSM6664725_r1	GSM6664725	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664725	Illumina HiSeq 4000	ILLUMINA	3983673997	26381947	10090	Mus musculus	Renal tubule, control genotype, ZT12, rep 3	Illumina HiSeq 4000 sequencing: GSM6664725: Renal tubule, control genotype, ZT12, rep 3 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT12, rep 3	e7d1e9be362aa065cbc55f7bc7c2cb4b	1978900280	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/057/SRR21996657/SRR21996657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/057/SRR21996657/SRR21996657.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/057/SRR21996657/SRR21996657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/057/SRR21996657/SRR21996657.fastq.gz		e7d1e9be362aa065cbc55f7bc7c2cb4b		true
SRX17979099_SRR21996658	SRR21996658	SRX17979099	SAMN31394084	SRS15494017	PRJNA892713	SRP403809	SRA1524622	GSM6664724_r1	GSM6664724_r1	GSM6664724	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664724	Illumina HiSeq 4000	ILLUMINA	3945181228	26127028	10090	Mus musculus	Renal tubule, control genotype, ZT12, rep 2	Illumina HiSeq 4000 sequencing: GSM6664724: Renal tubule, control genotype, ZT12, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT12, rep 2	824869f304f1ce22680ae6ee5487cf4d	1922354373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/058/SRR21996658/SRR21996658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/058/SRR21996658/SRR21996658.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/058/SRR21996658/SRR21996658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/058/SRR21996658/SRR21996658.fastq.gz		824869f304f1ce22680ae6ee5487cf4d		true
SRX17979098_SRR21996659	SRR21996659	SRX17979098	SAMN31394085	SRS15494016	PRJNA892713	SRP403809	SRA1524622	GSM6664723_r1	GSM6664723_r1	GSM6664723	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664723	Illumina HiSeq 4000	ILLUMINA	3976728148	26335948	10090	Mus musculus	Renal tubule, control genotype, ZT12, rep 1	Illumina HiSeq 4000 sequencing: GSM6664723: Renal tubule, control genotype, ZT12, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT12, rep 1	70636766292a80ecadcf38c08dd0913b	1944205498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/059/SRR21996659/SRR21996659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/059/SRR21996659/SRR21996659.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/059/SRR21996659/SRR21996659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/059/SRR21996659/SRR21996659.fastq.gz		70636766292a80ecadcf38c08dd0913b		true
SRX17979097_SRR21996660	SRR21996660	SRX17979097	SAMN31394086	SRS15494015	PRJNA892713	SRP403809	SRA1524622	GSM6664722_r1	GSM6664722_r1	GSM6664722	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664722	Illumina HiSeq 4000	ILLUMINA	3964451395	26254645	10090	Mus musculus	Renal tubule, control genotype, ZT08, rep 5	Illumina HiSeq 4000 sequencing: GSM6664722: Renal tubule, control genotype, ZT08, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT08, rep 5	d1f3dbef3f5fcbdb21e01057c6524b66	1954910244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/060/SRR21996660/SRR21996660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/060/SRR21996660/SRR21996660.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/060/SRR21996660/SRR21996660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/060/SRR21996660/SRR21996660.fastq.gz		d1f3dbef3f5fcbdb21e01057c6524b66		true
SRX17979096_SRR21996661	SRR21996661	SRX17979096	SAMN31394087	SRS15494014	PRJNA892713	SRP403809	SRA1524622	GSM6664721_r1	GSM6664721_r1	GSM6664721	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664721	Illumina HiSeq 4000	ILLUMINA	4123418759	27307409	10090	Mus musculus	Renal tubule, control genotype, ZT08, rep 4	Illumina HiSeq 4000 sequencing: GSM6664721: Renal tubule, control genotype, ZT08, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT08, rep 4	840384e8c4cfa3af49cc45775e2e685b	2036067498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/061/SRR21996661/SRR21996661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/061/SRR21996661/SRR21996661.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/061/SRR21996661/SRR21996661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/061/SRR21996661/SRR21996661.fastq.gz		840384e8c4cfa3af49cc45775e2e685b		true
