"TAIR"	"SYMBOL"	"GENENAME"	"ENTREZID"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"amp_lmr_abs"	"ZT1_wt_1"	"ZT1_wt_2"	"ZT1_wt_3"	"ZT1_wt_4"	"ZT3_wt_1"	"ZT3_wt_2"	"ZT3_wt_3"	"ZT3_wt_4"	"ZT5_wt_1"	"ZT5_wt_2"	"ZT5_wt_3"	"ZT5_wt_4"	"ZT7_wt_1"	"ZT7_wt_2"	"ZT7_wt_3"	"ZT7_wt_4"	"ZT9_wt_1"	"ZT9_wt_2"	"ZT9_wt_3"	"ZT9_wt_4"	"ZT11_wt_1"	"ZT11_wt_2"	"ZT11_wt_3"	"ZT11_wt_4"	"ZT13_wt_1"	"ZT13_wt_2"	"ZT13_wt_3"	"ZT13_wt_4"	"ZT15_wt_1"	"ZT15_wt_2"	"ZT15_wt_3"	"ZT15_wt_4"	"ZT17_wt_1"	"ZT17_wt_2"	"ZT17_wt_4"	"ZT19_wt_1"	"ZT19_wt_2"	"ZT19_wt_3"	"ZT19_wt_4"	"ZT21_wt_1"	"ZT21_wt_2"	"ZT21_wt_3"	"ZT21_wt_4"	"ZT23_wt_1"	"ZT23_wt_2"	"ZT23_wt_3"	"ZT23_wt_4"
"AT4G12470"	"AZI1"	"Encodes AZI1 (AZELAIC ACID INDUCED 1).  Involved in the priming of salicylic acid induction and systemic immunity triggered by pathogen or azelaic acid."	"826859"	"UP"	"Rhythmic"	" 4.607625"	" 1.231949192"	" 17.497754"	"2.232684e-31"	"6.557392e-28"	"60.42893088"	"UP"	"Rhythmic"	"9.227805e-05"	"2.083614e-05"	"24"	" 1.0"	"0.8203631"	"0.7627046"	"3.431157e-01"	" 0.704725473"	" 0.667747687"	"-1.12477311"	" 0.087459987"	"-0.215855882"	" 0.51061240"	"-0.50879532"	"-0.865991690"	"-0.30333642"	" 0.079800673"	"-0.74742993"	"-0.84341876"	" 0.212426394"	"-1.79011642"	"-0.066197848"	"-2.53422387"	"-2.781139226"	"-0.513564273"	"-1.47910155"	"-1.155483088"	"-2.03226147"	"-1.90040334"	"-2.54400591"	"-0.873625799"	"-1.84016676"	"-1.525870416"	"-1.777879984"	"-1.53845505"	"-1.10855152"	"-1.44830026"	"-2.08699639"	"-2.39979994"	"-1.50658044"	"-0.605182244"	"-1.814308455"	"-2.63220775"	"-1.37739363"	"-1.01309382"	"-0.73752457"	"-0.76536495"	"-0.55572079"	" 0.86279530"	"-0.936141107"	"-0.376186608"	" 0.377321272"	"-0.65103775"	"-2.237135879"
"AT5G15960"	"KIN1"	"cold and ABA inducible protein kin1, possibly functions as an anti-freeze protein. Transcript level of this gene is induced by cold, ABA, dehydration and osmoticum (mannitol). However, protein activity of GUS fused to the promoter of this gene is inhibited by cold treatment, suggesting an inhibition of the protein by increased transcript level."	"831453"	"UP"	"Rhythmic"	" 4.498334"	" 3.845999447"	" 18.251888"	"1.023349e-32"	"3.606691e-29"	"63.39308558"	"UP"	"Rhythmic"	"8.024627e-15"	"1.142993e-16"	"24"	" 9.0"	"2.2594034"	"2.7223784"	"2.324331e+01"	" 2.500471790"	" 0.385432350"	" 2.29784192"	" 1.205063473"	" 0.578473594"	" 2.76660724"	" 1.94950110"	" 1.540966832"	" 2.27588693"	" 2.313904759"	" 2.20656817"	" 3.06709938"	" 4.319648193"	" 4.26580309"	" 4.151571664"	" 4.31254611"	" 5.645998257"	" 5.247640595"	" 6.01197622"	" 5.774124503"	" 5.76657887"	" 5.78478643"	" 4.10652805"	" 4.852022434"	" 3.37553126"	" 3.217688330"	" 3.641100551"	" 2.79083876"	" 1.40048553"	" 1.63496343"	" 3.51216238"	" 1.63207985"	" 0.50700141"	" 1.206991460"	" 0.538054996"	" 0.46553447"	" 0.93961584"	" 0.20281205"	"-0.24642745"	"-0.50302053"	" 0.96755858"	"-0.87109486"	" 0.422616355"	" 1.669846047"	" 0.677995613"	" 0.63938375"	"-0.742861377"
"AT3G51860"	"ATCAX3"	NA	"824349"	"DOWN"	"Rhythmic"	"-3.805904"	" 0.164756672"	"-14.318766"	"2.165875e-25"	"3.469732e-22"	"47.08730236"	"DOWN"	"Rhythmic"	"1.370990e-03"	"4.179411e-04"	"24"	"21.0"	"1.0626691"	"1.2593051"	"5.441279e+00"	" 0.148542216"	" 2.411181923"	" 1.58562295"	" 2.820172574"	"-0.740236752"	" 0.74320446"	" 0.85672674"	"-0.375210669"	" 0.59911739"	" 0.137023291"	" 2.02860285"	" 1.63054722"	"-0.057171834"	"-0.87773059"	"-0.080721407"	" 0.82966216"	"-0.636352752"	"-2.679938273"	"-0.51946938"	" 0.388681880"	"-1.00170254"	"-0.17028483"	" 0.34816306"	" 0.170549417"	"-1.85452674"	" 0.353867093"	" 1.497836471"	"-0.13432149"	" 0.64781783"	"-0.78056817"	"-1.33240811"	"-0.87369935"	" 3.10706654"	" 1.243907725"	" 1.788059861"	" 2.93524008"	" 1.42013932"	" 0.86324911"	" 2.56844949"	" 1.24901355"	" 1.38370646"	" 1.39454664"	" 1.857307540"	" 1.986208916"	"-0.432072665"	" 0.41567733"	" 2.469118820"
"AT2G42540"	"AtCOR15A"	"A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA)."	"818854"	"UP"	"Rhythmic"	" 3.783665"	" 8.440836511"	" 14.389884"	"1.569352e-25"	"2.765513e-22"	"47.40048040"	"UP"	"Rhythmic"	"5.318798e-21"	"1.026212e-23"	"24"	" 9.0"	"3.7932439"	"4.3122324"	"2.162149e+03"	" 5.753191018"	" 5.255259120"	" 6.99442523"	" 5.143473365"	" 6.885850707"	" 7.97509976"	" 7.14801301"	" 6.606803252"	" 8.19467841"	" 8.603101555"	" 8.63763223"	" 9.20970085"	"10.328728451"	"10.04651905"	"10.055809996"	"10.19982684"	"11.691803128"	"11.179770227"	"12.00651770"	"11.627982334"	"11.82702991"	"10.69377510"	"10.58432609"	"11.398147586"	" 9.64315624"	" 9.609866361"	"10.328398760"	" 9.57156091"	" 7.58188429"	" 6.34558925"	" 7.84475076"	" 8.73763784"	" 4.34601868"	" 5.500691343"	" 4.245235427"	" 3.39532210"	" 5.04318103"	" 2.02485736"	" 3.13446807"	" 3.20795282"	" 3.58239525"	" 2.45672742"	" 3.678473360"	" 4.156050168"	" 3.643838598"	" 3.65913471"	" 3.252224275"
"AT2G42530"	"COR15B"	NA	"818853"	"UP"	"Rhythmic"	" 3.468827"	" 5.910462792"	" 11.988785"	"1.137686e-20"	"9.546813e-18"	"36.49227940"	"UP"	"Rhythmic"	"1.324383e-18"	"5.486321e-21"	"24"	" 9.0"	"2.7723409"	"4.5439175"	"4.704857e+02"	" 1.400953718"	" 1.728740881"	" 3.04474298"	" 1.639844630"	" 1.700539464"	" 2.95869644"	" 2.46561341"	" 2.340139624"	" 5.22866945"	" 4.926627158"	" 5.82160198"	" 5.41424656"	" 8.388852507"	" 7.97779114"	" 8.065719053"	" 8.42855173"	" 9.988589480"	" 9.722296689"	" 9.65878781"	" 9.588370478"	" 8.92143566"	" 8.83989854"	" 8.73052882"	" 9.401197329"	" 6.63584899"	" 6.574864484"	" 6.857374053"	" 6.79506795"	" 4.35643737"	" 1.46474636"	" 2.81683910"	" 4.52577268"	" 1.12034631"	" 1.436170073"	" 1.239403536"	" 1.00594504"	" 1.69479637"	"-0.59768559"	" 1.08799699"	"-0.13342927"	" 1.24246293"	" 1.33701491"	" 1.016560374"	" 1.280176697"	" 1.460546172"	" 1.65377936"	"-0.309134239"
"AT3G05945"	NA	NA	NA	"DOWN"	"Rhythmic"	"-3.314562"	" 2.327082416"	"-14.641651"	"5.041344e-26"	"1.110482e-22"	"48.50392914"	"DOWN"	"Rhythmic"	"8.866541e-11"	"4.236538e-12"	"24"	"20.0"	"0.6615960"	"0.7178841"	"1.041843e+01"	" 4.110553500"	" 4.161599230"	" 4.14173713"	" 4.054360367"	" 3.703401703"	" 3.48013033"	" 3.62130811"	" 3.488105780"	" 3.10966959"	" 3.419680336"	" 2.86493434"	" 3.16326035"	" 3.487648805"	" 3.27316496"	" 3.693129050"	" 3.35587567"	" 3.665165116"	" 3.636386915"	" 2.82542344"	" 2.967424093"	" 2.88533330"	" 2.99385402"	" 3.81120714"	" 3.107103357"	" 3.88793802"	" 3.877611972"	" 3.399905544"	" 4.12967708"	" 3.63527425"	" 3.72311259"	" 3.93450074"	" 4.10557049"	" 3.98441710"	" 4.420843186"	" 4.518450828"	" 4.12312292"	" 4.80490943"	" 4.48877685"	" 4.31938503"	" 4.89884827"	" 4.83088253"	" 4.63340860"	" 4.715667495"	" 4.937046133"	" 5.047338410"	" 4.71802909"	" 5.119333048"
"AT1G70280"	NA	NA	"843364"	"DOWN"	"Rhythmic"	"-3.146267"	" 1.544456948"	"-19.294076"	"1.623674e-34"	"7.153094e-31"	"67.36400618"	"DOWN"	"Rhythmic"	"9.062764e-06"	"1.583489e-06"	"24"	"20.0"	"0.4178664"	"0.5975631"	"4.180352e+00"	" 3.017103893"	" 3.215498346"	" 3.45906888"	" 3.000745994"	" 3.152233101"	" 2.78370538"	" 2.88434429"	" 3.530091646"	" 2.93936047"	" 2.668181585"	" 2.07888829"	" 2.80109677"	" 1.512113547"	" 3.28438683"	" 3.102419369"	" 2.38068979"	" 2.483319077"	" 2.471630598"	" 2.86811654"	" 2.711020678"	" 2.62823391"	" 2.30897865"	" 2.38803486"	" 2.550587878"	" 2.56022461"	" 3.336092503"	" 3.383162691"	" 2.74034622"	" 3.33418874"	" 3.88844151"	" 3.24646931"	" 3.27942965"	" 2.89009432"	" 3.049627391"	" 3.191192133"	" 3.94503006"	" 3.69745388"	" 3.76443884"	" 3.13934488"	" 3.20601136"	" 3.19168168"	" 3.64755326"	" 4.199262650"	" 3.269155997"	" 3.324322526"	" 3.34752410"	" 3.785864069"
"AT1G09350"	"AtGolS3"	NA	"837457"	"UP"	"Rhythmic"	" 2.963946"	" 0.781921921"	" 10.847874"	"2.807417e-18"	"1.705942e-15"	"31.10640182"	"UP"	"Rhythmic"	"1.069215e-09"	"6.844140e-11"	"24"	" 6.0"	"2.0508610"	"2.5542953"	"3.296794e+00"	" 1.807642628"	" 0.002122658"	" 1.52877653"	"-0.071850473"	"-0.110862951"	" 0.16129925"	" 1.94304971"	" 0.342635585"	"-0.01406806"	" 0.409662461"	" 2.02779891"	" 1.72401583"	" 4.246420873"	" 3.10008924"	" 3.313770938"	" 4.68752177"	" 2.786626689"	" 3.452967654"	" 2.41326281"	" 3.241396107"	"-1.65952610"	"-0.14735322"	" 0.72595896"	"-1.853075817"	"-2.19437179"	"-2.275927349"	"-0.808837181"	"-2.18629287"	"-2.27568737"	"-1.99977917"	"-2.37036240"	"-2.27609809"	"-2.24742781"	"-1.825034413"	"-2.369401685"	"-2.25213863"	"-2.21867376"	"-2.45012429"	"-1.84874513"	"-1.82026863"	"-2.26589113"	"-1.04356479"	"-2.341368055"	" 0.007174641"	"-2.211957855"	"-2.31185797"	"-2.247029219"
"AT4G11320"	"AtCP2"	NA	"826734"	"UP"	"Rhythmic"	" 2.786149"	" 2.678206234"	" 10.952547"	"1.687317e-18"	"1.061925e-15"	"31.60451096"	"UP"	"Rhythmic"	"8.390698e-05"	"1.875075e-05"	"24"	" 8.0"	"1.2713098"	"1.4028803"	"5.284036e+00"	" 1.839876532"	" 2.205394192"	" 1.35588326"	" 1.306643466"	" 3.961152226"	" 1.92578003"	" 4.06830968"	" 1.973485125"	" 3.72494820"	" 3.976365903"	" 4.63841051"	" 3.71659332"	" 4.554457472"	" 4.42211290"	" 4.910604993"	" 4.99866654"	" 4.711759455"	" 3.689208245"	" 4.22260632"	" 4.947291349"	" 2.03665597"	" 4.22448836"	" 4.59439988"	" 5.454076496"	" 3.14066297"	" 3.564396386"	" 4.647535961"	" 2.17741741"	" 2.29526605"	" 3.20834715"	" 3.73067934"	" 0.91242753"	" 2.80846785"	" 3.930641964"	" 3.693528804"	" 2.74278053"	" 1.33046780"	" 2.50392009"	" 1.60977324"	" 2.40323074"	" 1.55135390"	" 2.27768488"	" 2.302446632"	" 3.994231720"	" 2.316344170"	" 2.89637488"	" 2.619211474"
"AT2G24850"	"TAT"	"Encodes a tyrosine aminotransferase that is responsive to treatment with jasmonic acid."	"817022"	"DOWN"	"Rhythmic"	"-2.734852"	" 1.802155257"	" -9.410031"	"3.196098e-15"	"7.611033e-13"	"24.21768495"	"DOWN"	"Rhythmic"	"2.989637e-03"	"9.904380e-04"	"24"	"11.0"	"0.8555152"	"0.7485001"	"5.212562e+00"	" 0.440638532"	" 1.433367615"	" 1.69137019"	" 2.158353444"	" 3.227655443"	" 2.25925240"	" 1.41142730"	" 0.521175895"	" 2.15208688"	" 0.779107073"	" 3.26902690"	" 2.01458041"	" 0.779871982"	" 0.62039019"	" 1.489657838"	" 1.48725988"	" 2.827740791"	" 0.829116865"	" 2.16936548"	" 3.346116703"	" 3.18607648"	" 1.50324256"	" 3.55532274"	" 4.739220879"	" 4.38557657"	" 4.683350579"	" 5.055117356"	" 2.55822095"	" 1.54784039"	"-0.66201209"	" 1.35950917"	" 1.15907537"	" 4.17818894"	" 4.001910566"	" 1.353244019"	" 2.35244618"	" 0.64651590"	" 0.24112074"	" 2.70382225"	" 0.77718037"	" 1.37903777"	" 0.74616577"	" 0.396060587"	" 0.959484305"	"-0.513423647"	" 0.03008233"	" 0.721042338"
"AT2G46830"	"AtCCA1"	"Encodes a transcriptional repressor that performs overlapping functions with LHY in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis. Binds to the evening element in the promoter of TOC1 and represses TOC1 transcription. CCA1 and LHY colocalize in the nucleus and form heterodimers in vivo. CCA1 and LHY function synergistically in regulating circadian rhythms of Arabidopsis."	"819296"	"UP"	"Rhythmic"	" 2.726277"	" 3.416691498"	"  8.879113"	"4.316276e-14"	"7.606141e-12"	"21.66929320"	"UP"	"Rhythmic"	"2.421050e-15"	"2.885147e-17"	"24"	" 0.0"	"4.2420847"	"4.9854253"	"1.263566e+02"	" 8.830211581"	" 9.079713930"	" 8.94154311"	" 9.005495696"	" 6.300301177"	" 6.37053924"	" 6.44386794"	" 6.588767478"	" 3.80475675"	" 3.592154413"	" 4.28725948"	" 4.70841929"	" 1.375382549"	" 1.82487411"	" 2.018031772"	" 2.21732243"	"-0.925874455"	"-1.290794436"	" 0.36313939"	"-0.602453968"	"-0.83599190"	"-0.57996860"	"-0.54301520"	"-2.022121817"	"-0.93467820"	"-1.359454129"	"-1.215963910"	" 0.01258796"	"-0.59078150"	"-0.30596033"	"-1.38251338"	"-1.53947672"	"-1.40054519"	"-1.461792737"	"-1.056373410"	" 0.41187394"	" 0.93165728"	" 0.14926427"	" 1.68358797"	" 5.48260775"	" 5.73438246"	" 5.76710373"	" 5.392784070"	" 8.531255079"	" 8.565778713"	" 8.47980512"	" 8.431056200"
"AT5G52310"	"COR78"	"cold regulated gene, the 5' region of cor78 has cis-acting regulatory elements that can impart cold-regulated gene expression"	"835307"	"UP"	"Rhythmic"	" 2.574555"	" 4.783085817"	"  9.500486"	"2.050428e-15"	"5.089106e-13"	"24.65227965"	"UP"	"Rhythmic"	"7.797892e-14"	"1.531081e-15"	"24"	" 8.0"	"1.3896174"	"3.2056385"	"1.330401e+02"	" 5.065435111"	" 3.250872796"	" 5.73018292"	" 3.265859306"	" 4.173354985"	" 3.92832337"	" 3.85739642"	" 3.140721860"	" 5.23590181"	" 5.080196885"	" 6.06740718"	" 6.14219280"	" 8.952456775"	" 8.71105264"	" 8.063476724"	" 8.95411746"	"10.317980359"	"10.442636074"	"10.15205047"	"10.444850023"	" 8.01444121"	" 8.38941046"	" 9.35800749"	" 8.896833156"	" 4.95721004"	" 4.920954363"	" 5.646295837"	" 6.02377874"	" 4.84885893"	" 3.75733145"	" 3.51036355"	" 4.05352871"	" 3.24805268"	" 3.758414147"	" 3.847300556"	" 4.04248897"	" 3.32409290"	" 3.58849031"	" 3.60915963"	" 2.43517365"	" 3.47963094"	" 2.87159390"	" 3.133441549"	" 3.840061716"	" 3.062387167"	" 2.73757319"	" 2.633837128"
"AT5G58310"	"ATMES18"	"Encodes a protein shown to have methyl IAA esterase activity in vitro. This protein does not act on methyl JA, MeSA, MeGA4, or MEGA9 in vitro."	"835943"	"DOWN"	"Rhythmic"	"-2.555118"	" 0.382095845"	"-10.696966"	"5.855348e-18"	"3.224467e-15"	"30.38712840"	"DOWN"	"Rhythmic"	"5.864251e-06"	"9.777080e-07"	"24"	"15.0"	"0.9249327"	"1.2322471"	"3.494205e+00"	"-0.020534559"	"-2.003959993"	" 1.07677646"	"-0.437486373"	"-2.611395645"	"-1.41432535"	"-1.24695441"	"-0.178529430"	"-1.69827013"	"-2.604934884"	"-1.24419085"	"-0.05768441"	"-3.652441268"	"-0.93090373"	"-0.359980544"	"-1.01296337"	" 0.965222103"	" 0.358249841"	"-0.16927538"	" 0.793172631"	" 2.30859950"	" 1.47521708"	" 0.85006094"	" 2.136075665"	" 2.25102076"	" 1.001751444"	" 1.236047399"	" 1.84656672"	" 0.61347681"	" 0.40633078"	" 0.26637008"	" 1.02500441"	" 1.37427545"	" 1.667298734"	" 0.945561485"	" 1.05494857"	" 1.03771594"	" 0.79302320"	" 1.45125797"	" 1.14991472"	" 1.30590616"	" 1.21472541"	" 1.145939530"	" 0.335862005"	" 0.758740494"	" 0.28649787"	" 0.699742056"
"AT3G55240"	"RPGE3"	"Overexpression leads to PEL (Pseudo-Etiolation in Light) phenotype."	"824690"	"UP"	"Rhythmic"	" 2.491573"	" 1.768094082"	" 10.533965"	"1.297029e-17"	"6.348956e-15"	"29.60882855"	"UP"	"Rhythmic"	"8.859479e-16"	"9.200344e-18"	"24"	" 5.0"	"2.8979278"	"4.0112722"	"2.171030e+01"	" 0.007631397"	" 0.710063340"	" 0.28342054"	"-0.679640296"	" 4.827874727"	" 5.41911602"	" 5.19146806"	" 4.713689117"	" 5.39771153"	" 4.965834648"	" 5.94917443"	" 5.33116964"	" 5.605394886"	" 4.40422184"	" 4.849830963"	" 5.20688557"	" 2.948639200"	" 3.758334008"	" 2.40629831"	" 2.199703764"	"-0.02848730"	" 0.53571064"	" 0.08579832"	" 0.338401494"	"-0.99505509"	"-0.854115914"	"-1.448394742"	"-0.27170919"	"-1.64901400"	"-1.91006622"	"-2.72063489"	"-2.27488418"	"-1.42038686"	"-2.320467460"	"-2.547311469"	"-2.57214534"	"-2.23562722"	"-2.45305289"	"-2.32123970"	"-2.47738357"	"-2.26121344"	"-1.28054527"	"-2.109285910"	"-0.745654686"	"-2.310158553"	"-0.76406576"	"-2.755108660"
"AT4G30650"	NA	NA	"829188"	"UP"	"Rhythmic"	" 2.433926"	" 5.934421367"	"  9.823744"	"4.197755e-16"	"1.320943e-13"	"26.20516370"	"UP"	"Rhythmic"	"2.571593e-12"	"8.274277e-14"	"24"	"10.0"	"3.4323572"	"3.5343610"	"3.409416e+02"	" 1.888162544"	" 1.732309589"	" 1.58799687"	" 1.100508548"	" 2.139323477"	" 2.30721268"	" 1.48000428"	" 1.243521951"	" 4.32295046"	" 4.849531936"	" 5.45061889"	" 5.11419452"	" 8.290028661"	" 7.69918609"	" 7.827605785"	" 7.86712804"	" 9.327949175"	" 9.334614144"	" 9.63995711"	" 9.081967292"	" 8.76567062"	" 8.14539723"	" 8.69287277"	" 8.791059889"	" 7.52679415"	" 6.742248581"	" 7.059163213"	" 7.37377950"	" 5.66911997"	" 4.15181278"	" 4.37964838"	" 6.26311831"	" 3.82818991"	" 4.936210608"	" 4.331581194"	" 4.32745337"	" 3.86322739"	" 4.25440734"	" 3.70437968"	" 2.80197544"	" 3.35791128"	" 3.13473609"	" 3.190831925"	" 2.329310142"	" 1.726630535"	" 1.73048869"	" 2.612727764"
"AT2G21660"	"ATGRP7"	"Encodes a small glycine-rich RNA binding protein that is part of a negative-feedback loop through which AtGRP7 regulates the circadian oscillations of its own transcript.  Gene expression is induced by cold. GRP7 appears to promote stomatal opening and reduce tolerance under salt and dehydration stress conditions, but, promotes stomatal closing and thereby increases stress tolerance under conditions of cold tolerance. Loss of function mutations have increased susceptibility to pathogens suggesting a role in mediating innate immune response. Mutants are also late flowering in a non-photoperiodic manner and are responsive to vernalization suggesting an interaction with the autonomous flowering pathway.   There is a reduction of mRNA export from the nucleus in grp7 mutants. GRP7:GFP fusion proteins can be found in the cytosol and nucleus.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase)."	"816705"	"UP"	"Rhythmic"	" 2.356930"	" 7.713740665"	"  8.129989"	"1.665491e-12"	"1.943661e-10"	"18.09474756"	"UP"	"Rhythmic"	"3.463617e-10"	"1.930128e-11"	"24"	"12.0"	"3.6533875"	"3.6992010"	"1.353264e+03"	" 3.411813492"	" 3.482237189"	" 2.61016985"	" 2.615098083"	" 2.680574747"	" 3.92844285"	" 2.50888228"	" 2.973214878"	" 5.17428114"	" 5.759195955"	" 5.37071882"	" 4.42583394"	"10.758963864"	"10.09378385"	"10.504107818"	"10.12253943"	"11.706930473"	"11.861391811"	"11.26475009"	"11.341713903"	"10.73150330"	"10.26724742"	"11.28830499"	"10.879340883"	" 9.62163660"	" 9.220701298"	" 9.056311387"	" 9.68357031"	" 8.53910467"	" 9.16260386"	" 8.40054189"	" 8.85343750"	" 6.85177871"	" 7.353929830"	" 7.686175596"	" 6.48577866"	" 6.49592630"	" 6.60831753"	" 6.43259781"	" 6.21380910"	" 6.22652216"	" 6.03278906"	" 5.949495703"	" 5.253262876"	" 4.661150959"	" 5.36272120"	" 4.611811254"
"AT5G59670"	NA	NA	"836088"	"DOWN"	"Rhythmic"	"-2.336345"	" 2.158382514"	" -8.876175"	"4.378805e-14"	"7.637994e-12"	"21.65521385"	"DOWN"	"Rhythmic"	"1.181384e-06"	"1.659247e-07"	"24"	"13.0"	"1.2309870"	"1.1197312"	"1.043601e+01"	" 2.832217788"	" 2.554742119"	" 2.15066307"	" 3.049082539"	" 1.880476852"	" 1.55920327"	" 2.84092754"	" 1.898719457"	" 1.57788395"	" 0.220783747"	" 2.45981853"	" 0.92019968"	" 1.873340234"	" 1.23418253"	" 0.993819789"	" 1.57927737"	" 2.825430260"	" 3.804181633"	" 3.15752800"	" 2.892012571"	" 4.04518666"	" 4.06315921"	" 4.58665239"	" 4.376871614"	" 4.71198883"	" 5.399906506"	" 5.252082131"	" 4.98583258"	" 3.47433076"	" 3.72923070"	" 3.83502999"	" 3.12376788"	" 3.60841832"	" 3.282297308"	" 3.033738892"	" 2.78044278"	" 2.80843142"	" 1.86467824"	" 2.85439203"	" 2.27604546"	" 2.72794393"	" 2.25351105"	" 2.281540209"	" 2.803165747"	" 1.210994225"	" 1.97726482"	" 1.185671219"
"AT5G06980"	"LNK4"	NA	"830589"	"UP"	"Rhythmic"	" 2.307098"	" 1.749437435"	"  7.558217"	"2.621171e-11"	"2.393279e-09"	"15.40044072"	"UP"	"Rhythmic"	"6.223977e-11"	"2.864400e-12"	"24"	" 2.0"	"2.5195848"	"4.0583293"	"2.254151e+01"	" 6.193075067"	" 6.220646595"	" 5.73283882"	" 6.083295688"	" 5.497768802"	" 5.46674001"	" 5.41269162"	" 5.256461054"	" 3.95974685"	" 3.743999408"	" 3.49581149"	" 3.85213671"	" 1.568708092"	" 1.73806196"	" 1.547244014"	" 1.75883881"	"-0.101430472"	"-0.236974061"	"-2.81180753"	"-1.737826991"	"-1.72379356"	"-1.84977096"	"-2.58544360"	"-0.863511149"	"-2.42483373"	"-1.537501427"	"-1.511535798"	"-1.98225239"	"-2.38391641"	"-2.64124922"	"-2.36134822"	"-2.44830889"	"-2.58100381"	"-1.773592336"	"-2.599285922"	"-2.64900408"	"-2.43912604"	"-2.76388333"	"-2.45056562"	"-0.62770928"	"-1.99116240"	"-1.11941671"	"-2.166998752"	" 2.733464352"	" 3.355691937"	" 3.00268939"	" 2.573440097"
"AT1G56300"	"DjC53"	NA	"842083"	"UP"	"Rhythmic"	" 2.289467"	" 1.975990874"	"  8.847915"	"5.028493e-14"	"8.491271e-12"	"21.51979184"	"UP"	"Rhythmic"	"2.486540e-11"	"1.052638e-12"	"24"	" 9.0"	"3.3349578"	"3.7163891"	"2.380904e+01"	"-2.165018986"	"-2.780282468"	"-2.94022985"	"-2.123693604"	"-2.731604259"	"-1.41128251"	"-2.70929547"	"-2.764833953"	" 2.66496881"	" 1.867446765"	" 2.37341984"	" 1.99195889"	" 5.245364149"	" 4.63453243"	" 4.863099122"	" 4.87114699"	" 5.346887123"	" 5.147212524"	" 5.43630735"	" 5.245267512"	" 3.58237831"	" 3.37188003"	" 4.49094166"	" 3.577908378"	" 3.04542409"	" 2.601230194"	" 2.501493013"	" 2.21743720"	" 1.18952973"	"-0.05090494"	" 0.30473185"	" 1.52227108"	"-1.19544418"	"-0.719750348"	"-0.676427357"	"-2.34292275"	"-1.44458840"	"-1.28455141"	"-0.46685965"	"-0.99424725"	"-2.73238127"	"-2.29561177"	"-1.992698931"	"-2.100931364"	"-1.218619220"	"-2.01769089"	"-2.039927256"
"AT1G01060"	"LHY"	"LHY encodes a myb-related putative transcription factor involved in circadian rhythm along with another myb transcription factor CCA1"	"839341"	"UP"	"Rhythmic"	" 2.284322"	" 3.113386472"	"  7.205993"	"1.401809e-10"	"1.074030e-08"	"13.76308740"	"UP"	"Rhythmic"	"1.879542e-15"	"2.175840e-17"	"24"	"23.0"	"3.3568460"	"5.3922261"	"1.676484e+02"	" 8.907677619"	" 8.985616795"	" 8.89665861"	" 9.086470701"	" 5.385282412"	" 5.01112634"	" 5.71516315"	" 5.168804917"	" 0.22299628"	" 0.461150240"	" 1.46773974"	" 1.95129212"	"-2.356001266"	"-2.44906670"	"-0.762944687"	"-0.33108809"	" 0.077409524"	"-1.434817206"	"-1.73009797"	"-1.618279140"	"-2.34407121"	"-1.13248113"	"-2.30847279"	"-1.825843762"	"-2.44233029"	"-0.584167119"	"-1.312221759"	"-0.83914004"	"-1.29483166"	"-1.44055751"	"-1.28212060"	"-1.64901794"	" 0.44185528"	"-1.699754960"	" 0.063809979"	" 2.33748450"	" 2.92145333"	" 2.03119101"	" 3.21506696"	" 6.58900763"	" 6.41297353"	" 6.81588108"	" 6.427410506"	" 8.852577716"	" 8.983415216"	" 9.08938758"	" 8.814257696"
