"TAIR"	"SYMBOL"	"GENENAME"	"ENTREZID"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"amp_lmr_abs"	"ZT1_wt_1"	"ZT1_wt_2"	"ZT1_wt_3"	"ZT1_wt_4"	"ZT3_wt_1"	"ZT3_wt_2"	"ZT3_wt_3"	"ZT3_wt_4"	"ZT5_wt_1"	"ZT5_wt_2"	"ZT5_wt_3"	"ZT5_wt_4"	"ZT7_wt_1"	"ZT7_wt_2"	"ZT7_wt_3"	"ZT7_wt_4"	"ZT9_wt_1"	"ZT9_wt_2"	"ZT9_wt_3"	"ZT9_wt_4"	"ZT11_wt_1"	"ZT11_wt_2"	"ZT11_wt_3"	"ZT11_wt_4"	"ZT13_wt_1"	"ZT13_wt_2"	"ZT13_wt_3"	"ZT13_wt_4"	"ZT15_wt_1"	"ZT15_wt_2"	"ZT15_wt_3"	"ZT15_wt_4"	"ZT17_wt_1"	"ZT17_wt_2"	"ZT17_wt_4"	"ZT19_wt_1"	"ZT19_wt_2"	"ZT19_wt_3"	"ZT19_wt_4"	"ZT21_wt_1"	"ZT21_wt_2"	"ZT21_wt_3"	"ZT21_wt_4"	"ZT23_wt_1"	"ZT23_wt_2"	"ZT23_wt_3"	"ZT23_wt_4"
"AT2G29440"	"ATGSTU6"	"Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)."	"817493"	"DOWN"	"Rhythmic"	"-1.062634"	"-1.65270377"	" -6.097177"	"2.445042e-08"	"1.589909e-06"	"  8.59312046"	"DOWN"	"Rhythmic"	"1.221030e-04"	"2.849208e-05"	"24"	" 1.5"	"0.9805743"	"1.0011456"	"4.468894e-01"	"-0.26172286"	" 0.25417092"	" 0.27769119"	" 0.02980000"	"-0.76785751"	"-0.46162441"	"-1.65955151"	"-0.56404340"	"-2.35054986"	"-1.05874668"	"-1.0677710"	"-0.93083148"	" 0.37950552"	"-0.74040413"	"-2.421882401"	"-1.47547560"	"-1.72162482"	"-2.60857735"	"-2.9367205"	"-1.010701971"	"-2.1580756"	"-3.1828452"	"-0.80803511"	"-3.05055633"	"-1.01054554"	"-3.210008085"	"-1.70350992"	"-3.29075604"	"-2.06382278"	"-1.54997913"	"-2.70493954"	"-3.02912967"	"-3.19988866"	"-1.19999669"	"-2.962917246"	"-2.31757301"	"-3.14021036"	"-2.55211353"	"-2.82861804"	"-1.457217849"	"-3.04520814"	"-1.2765096"	"-1.97275624"	"-2.01827457"	"-1.31284075"	"-1.23930698"	"-1.023135193"
"AT5G36910"	"THI2.2"	"Encodes a thionin that is expressed at a low basal level in seedlings and shows circadian variation.  Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100, At5g36910, At1g72260, At2g15010, At1g12663, At1g12660."	"833659"	"DOWN"	"Rhythmic"	"-1.052125"	" 1.59366803"	" -4.430143"	"2.571679e-05"	"5.693232e-04"	"  1.85088448"	"DOWN"	"Rhythmic"	"1.419591e-12"	"4.237344e-14"	"24"	" 5.0"	"2.3665253"	"2.9329140"	"2.757328e+01"	" 3.76745673"	" 3.59232961"	" 1.45054961"	" 2.85809794"	" 6.09494131"	" 5.57206656"	" 5.65880490"	" 6.01174516"	" 5.75549620"	" 5.91856939"	" 4.9744341"	" 4.65697383"	" 3.86278011"	" 4.78428482"	" 4.657927942"	" 4.99307190"	" 3.16398874"	" 3.77691107"	" 1.4983282"	" 1.815183603"	" 1.1240493"	"-0.3144544"	" 2.51677240"	" 1.83990539"	" 2.31605948"	" 0.660537615"	" 1.18573830"	" 1.45586322"	" 0.04072147"	"-1.01587904"	" 1.08888303"	"-0.20990619"	"-1.02837028"	"-0.37056343"	"-0.007040127"	"-0.70696722"	"-0.01809756"	"-0.18036308"	"-1.93494781"	" 0.671434399"	"-0.64173260"	" 0.2551007"	" 0.63460000"	" 0.05280278"	"-0.22513953"	" 0.72865514"	" 1.592820768"
"AT2G37870"	NA	NA	"818363"	"DOWN"	"Rhythmic"	"-1.049867"	"-1.44076992"	" -3.918663"	"1.700928e-04"	"2.671458e-03"	"  0.04960905"	"DOWN"	"Rhythmic"	"4.914088e-02"	"2.265745e-02"	"24"	" 9.0"	"0.2597075"	"1.6043337"	"1.479519e+00"	" 0.78959716"	" 0.89727812"	" 4.01270913"	" 1.71130349"	" 0.76396365"	" 3.46010862"	" 1.90174741"	" 1.94999362"	" 1.88771018"	" 1.46701613"	" 2.0535142"	" 2.59876131"	"-0.19414518"	" 1.03087033"	" 0.502828985"	" 0.28765572"	" 4.24756311"	" 0.34324114"	" 5.4561590"	" 5.150478431"	" 5.8094894"	" 5.4669936"	" 0.89126624"	" 3.31619798"	" 1.05229425"	"-0.209466586"	" 2.93412659"	" 0.62699314"	" 0.52859071"	" 4.68471848"	" 3.98189461"	" 1.06605408"	" 0.96042137"	" 0.87179393"	" 0.722312835"	" 0.50819358"	" 1.36874983"	" 2.80129004"	"-0.08406724"	"-0.595245642"	" 0.35907032"	" 0.8146968"	"-1.02862582"	" 0.82825969"	" 0.61855034"	" 0.42155316"	"-0.366838834"
"AT2G40100"	"LHCB4.3"	"Lhcb4:3 protein (Lhcb4.3, light harvesting complex of photosystem II"	"818599"	"DOWN"	"Rhythmic"	"-1.049533"	" 4.07827820"	" -6.497539"	"4.008638e-09"	"3.210919e-07"	" 10.36087726"	"DOWN"	"Rhythmic"	"5.185891e-05"	"1.097095e-05"	"24"	"19.0"	"0.5032179"	"1.0722007"	"2.121298e+01"	" 3.43807671"	" 1.97684074"	" 3.61882433"	" 2.69085449"	" 1.96557177"	" 2.56027137"	" 1.92615080"	" 3.01972234"	" 1.53553791"	" 1.49468134"	" 2.7102897"	" 2.34819276"	" 1.42794769"	"-0.13760771"	" 1.362567582"	" 1.17012117"	" 0.85193048"	" 1.11018820"	" 1.6017330"	" 0.914800758"	" 2.5753454"	" 2.5256508"	" 1.73800854"	" 2.77480605"	" 3.42621904"	" 3.691467105"	" 3.07484179"	" 3.49060244"	" 3.44699541"	" 1.40074288"	" 2.17947828"	" 3.74935381"	" 3.56480356"	" 3.71272546"	" 2.377447443"	" 3.04824098"	" 2.73763610"	" 2.92626985"	" 3.10438860"	" 2.960668111"	" 3.26531657"	" 3.1096588"	" 3.08254114"	" 2.76852210"	" 2.99391157"	" 2.76316898"	" 2.980793095"
"AT1G59960"	NA	NA	"842290"	"DOWN"	"Rhythmic"	"-1.049467"	" 1.58628768"	" -7.130180"	"2.138013e-10"	"2.229353e-08"	" 13.23431478"	"DOWN"	"Rhythmic"	"1.181384e-06"	"1.659247e-07"	"24"	"18.0"	"0.6408126"	"0.8759402"	"3.662271e+00"	" 2.76811572"	" 3.16372869"	" 3.59486773"	" 2.88898773"	" 2.19198985"	" 0.99188271"	" 0.88355943"	" 2.08726826"	" 2.68214688"	" 1.68104762"	" 2.3591482"	" 2.61479094"	" 1.53655284"	" 1.23463324"	" 2.404541452"	" 2.85004889"	" 1.53770087"	" 1.85326361"	" 1.3677429"	" 0.817377789"	" 2.4421537"	" 2.3969579"	" 3.24409044"	" 2.47126827"	" 2.71296707"	" 3.346280887"	" 3.03561085"	" 3.34026552"	" 3.50965497"	" 2.68859828"	" 3.28222521"	" 2.99799183"	" 3.75526099"	" 3.58181936"	" 3.956364115"	" 3.57760579"	" 3.54231323"	" 2.85387258"	" 2.83916944"	" 3.285918977"	" 3.40241006"	" 3.1622981"	" 3.05848964"	" 3.60029186"	" 3.06438031"	" 3.20288890"	" 2.947807864"
"AT4G36040"	"DJC23"	NA	"829760"	"UP"	"Rhythmic"	" 1.046078"	" 3.80584967"	"  5.672200"	"1.586735e-07"	"7.832336e-06"	"  6.76989611"	"UP"	"Rhythmic"	"7.419417e-19"	"2.652499e-21"	"24"	" 5.0"	"2.4554621"	"3.0324941"	"7.116466e+01"	" 3.80118449"	" 4.86528788"	" 3.43345906"	" 4.87231536"	" 6.12697614"	" 6.11006643"	" 6.50232395"	" 5.78464631"	" 7.68533600"	" 7.23225835"	" 7.1068821"	" 7.49574560"	" 7.36719974"	" 6.99115354"	" 7.008184495"	" 6.92916564"	" 5.17213892"	" 5.52103429"	" 4.2027694"	" 4.687477791"	" 1.9958651"	" 1.8207665"	" 2.55989006"	" 2.56122056"	" 2.24363730"	" 2.949992944"	" 2.29219387"	" 2.79410815"	" 1.93764524"	" 1.65671086"	" 1.93470412"	" 0.83896098"	" 1.21493002"	" 0.92429963"	" 0.308897929"	" 1.02039670"	" 1.25814407"	" 0.27597749"	" 2.09905199"	" 1.705132302"	" 1.70435949"	" 1.6467478"	" 0.96032853"	" 3.13125715"	" 2.95570148"	" 3.10247588"	" 2.599433072"
"AT5G44400"	"AtBBE26"	NA	"834466"	"DOWN"	"Rhythmic"	"-1.045129"	" 0.77855962"	" -5.733454"	"1.216011e-07"	"6.339805e-06"	"  7.02894297"	"DOWN"	"Rhythmic"	"1.167402e-03"	"3.496508e-04"	"24"	" 7.0"	"0.6651054"	"0.6344857"	"1.379267e+00"	" 0.95267606"	" 1.65634051"	" 1.16224860"	" 2.68355506"	" 2.19572743"	"-1.62330147"	" 1.72710319"	" 2.22401302"	" 1.10764501"	" 2.05989404"	" 2.4113852"	" 0.99831060"	" 2.03809014"	" 2.47772773"	" 1.526255762"	" 1.94339458"	" 1.59946308"	" 1.87141040"	" 1.9309872"	" 1.832018358"	" 1.2696423"	" 1.3354772"	" 2.20027012"	" 2.38536921"	" 1.41402679"	" 1.577716151"	" 2.14023249"	" 0.68192861"	" 1.42850260"	" 0.88574020"	" 0.79572559"	" 0.01967124"	" 0.70275536"	" 1.31799985"	"-0.810744856"	" 0.84461298"	" 0.45522236"	" 1.13288311"	" 1.71789487"	" 1.222335237"	" 0.46691026"	" 0.9922034"	" 0.70093500"	" 1.37671141"	" 1.12500863"	"-0.50564187"	" 0.773014306"
"AT2G24790"	"ATCOL3"	"Positive  regulator of photomorphogenesis that acts downstream of COP1 but can promote lateral root development independently  of COP1 and also function as a daylength-sensitive regulator of shoot branching."	"817016"	"DOWN"	"Rhythmic"	"-1.040994"	" 7.10932428"	"-16.412789"	"3.395274e-29"	"3.323974e-26"	" 55.86609976"	"DOWN"	"Rhythmic"	"1.188485e-11"	"4.613117e-13"	"24"	"20.0"	"0.8095193"	"0.7694689"	"1.397289e+02"	" 7.07415988"	" 6.82172315"	" 6.53670526"	" 6.90804024"	" 7.05311599"	" 6.98809533"	" 7.34743384"	" 6.89447848"	" 6.89042995"	" 6.96338096"	" 6.7524683"	" 6.95870668"	" 6.71105267"	" 6.49143347"	" 6.875491249"	" 6.76081804"	" 6.50835302"	" 6.59059421"	" 6.4629283"	" 6.402345309"	" 6.4580587"	" 6.3504892"	" 6.52347081"	" 6.41545306"	" 7.39333183"	" 7.278794087"	" 7.57447942"	" 7.39542611"	" 7.49159918"	" 7.32223812"	" 7.64512576"	" 7.85588577"	" 7.75869784"	" 7.86032090"	" 8.312701199"	" 7.75982020"	" 7.99784752"	" 8.11294864"	" 8.02711845"	" 8.149603675"	" 8.14143201"	" 8.3448950"	" 8.33438840"	" 7.90627733"	" 8.29576781"	" 8.41010414"	" 7.944068892"
"AT4G37980"	"ATCAD7"	NA	"829954"	"UP"	"Rhythmic"	" 1.037156"	" 6.74487710"	" 10.855646"	"3.290060e-18"	"1.073656e-15"	" 30.96213954"	"UP"	"Rhythmic"	"2.085738e-07"	"2.439398e-08"	"24"	" 6.0"	"0.6961107"	"0.7954082"	"6.085401e+01"	" 7.02269208"	" 6.56561541"	" 7.32299914"	" 6.45218044"	" 7.44735550"	" 7.64759803"	" 7.52708357"	" 7.63691529"	" 7.32237478"	" 6.41827933"	" 6.2888589"	" 7.42891181"	" 6.62831476"	" 7.56559891"	" 7.088063273"	" 6.85867808"	" 7.28160501"	" 7.39944605"	" 7.3774904"	" 7.346672209"	" 6.9564265"	" 6.6428676"	" 7.24762616"	" 6.72077468"	" 6.74427949"	" 6.352766295"	" 6.30399785"	" 6.80095599"	" 6.52871592"	" 6.14299659"	" 6.03868452"	" 6.46064522"	" 5.07429758"	" 6.14205188"	" 6.492831147"	" 5.99331305"	" 6.07473901"	" 5.83303385"	" 5.58459381"	" 5.928156277"	" 5.95938561"	" 6.0382429"	" 6.42657382"	" 6.01146687"	" 6.20214717"	" 6.23536715"	" 5.405254750"
"AT2G47130"	"AtSDR3"	NA	"819326"	"DOWN"	"Rhythmic"	"-1.022931"	" 0.92368085"	" -4.385276"	"3.051663e-05"	"6.606439e-04"	"  1.68696783"	"DOWN"	"Rhythmic"	"8.451812e-04"	"2.432618e-04"	"24"	"11.0"	"0.6595147"	"0.7388833"	"1.719148e+00"	" 0.65328556"	" 1.04427611"	"-0.07207565"	" 0.71336392"	" 0.89872416"	" 0.12895814"	" 0.37321349"	"-0.51612379"	" 0.38321798"	"-0.76646882"	" 0.8019176"	" 1.07637638"	"-0.10750548"	" 0.41588050"	"-0.885622284"	" 1.15427723"	" 1.65837849"	" 1.39247247"	" 1.5898091"	" 0.430627965"	" 1.6612517"	" 0.2342294"	" 2.33466651"	" 2.52097686"	" 1.20514518"	" 2.834874587"	" 2.43949087"	" 2.06314727"	" 0.71881137"	" 1.39188559"	" 1.33013973"	" 0.66276202"	" 1.83890385"	" 1.00549905"	" 0.859838404"	" 0.52228583"	"-0.76627746"	"-0.44775238"	" 0.74903855"	" 0.424066465"	" 0.66400755"	" 0.5480334"	"-1.10883998"	" 0.91090697"	"-0.46496353"	" 0.18477786"	"-0.004595592"
"AT5G04950"	"ATNAS1"	"Encodes a nicotianamide synthase."	"830377"	"DOWN"	"Rhythmic"	"-1.020140"	" 1.84451725"	" -5.598097"	"2.185712e-07"	"1.035393e-05"	"  6.45830572"	"DOWN"	"Rhythmic"	"1.326236e-06"	"1.892042e-07"	"24"	" 1.0"	"0.7581571"	"1.2031477"	"6.710538e+00"	" 3.37626920"	" 2.32886301"	" 2.98047434"	" 2.06737846"	" 3.52539246"	" 3.02175108"	" 3.34710372"	" 4.73979424"	" 2.34970538"	" 3.85922293"	" 3.5983328"	" 2.94241603"	" 2.55826052"	" 1.46392736"	" 1.692174895"	" 2.66576076"	" 0.89807769"	" 1.53927398"	" 2.1768829"	" 1.166017173"	"-0.2822960"	" 1.9357650"	" 0.14436936"	" 1.43128959"	"-0.64976554"	"-0.523282008"	" 0.93978955"	"-0.11210640"	" 1.24422133"	" 2.28248873"	" 2.07290047"	" 1.67886053"	" 1.81978009"	" 2.07873636"	" 2.572493121"	" 3.01354067"	" 2.77337139"	" 2.62312779"	" 1.62252894"	" 2.428443610"	" 2.17030099"	" 2.2014315"	" 2.75105654"	" 2.04034887"	" 2.79921232"	" 2.55664704"	" 2.721631470"
"AT5G24300"	"ATSS1"	"SSI is a plastidial enzyme and crucial for the synthesis of normal amylopectin in the leaves of Arabidopsis. The absence of SSI results in a deficiency in the number of shorter glucans which in turn affect the formation and connection of the amylopectin clusters in starch."	"832497"	"UP"	"Rhythmic"	" 1.017144"	" 4.75108494"	" 13.471847"	"1.443561e-23"	"7.481891e-21"	" 43.12806084"	"UP"	"Rhythmic"	"2.417325e-16"	"2.085083e-18"	"24"	" 7.0"	"1.0791567"	"1.3756605"	"2.851039e+01"	" 4.25403952"	" 3.99545628"	" 4.85539061"	" 3.88536739"	" 4.24901313"	" 4.46468229"	" 4.72243385"	" 4.43002392"	" 4.87920208"	" 4.77265054"	" 4.8683177"	" 5.15399512"	" 4.82325397"	" 4.79212356"	" 4.863185474"	" 5.02586826"	" 5.14027295"	" 5.11356163"	" 5.4108417"	" 5.119588657"	" 4.9510904"	" 5.0356322"	" 4.45003940"	" 4.99831610"	" 4.46386445"	" 4.224044524"	" 4.46668056"	" 4.04633174"	" 3.69603175"	" 3.20496776"	" 3.62375847"	" 3.82713624"	" 2.22098015"	" 3.33979960"	" 2.685294522"	" 2.19330586"	" 2.25512872"	" 1.95274590"	" 2.49264701"	" 2.297487711"	" 2.22007840"	" 2.2138141"	" 2.36416215"	" 2.64071477"	" 3.21970638"	" 2.99383882"	" 2.892589763"
"AT3G47500"	"CDF3"	"Dof-type zinc finger domain-containing protein, identical to H-protein promoter binding factor-2a GI:3386546 from (Arabidopsis thaliana). Interacts with LKP2 and FKF1, but its overexpression does not change flowering time under short or long day conditions."	"823904"	"UP"	"Rhythmic"	" 1.014893"	" 2.78665624"	"  5.711223"	"1.339494e-07"	"6.822945e-06"	"  6.93477594"	"UP"	"Rhythmic"	"1.412882e-16"	"1.130498e-18"	"24"	" 3.0"	"4.0211289"	"4.0452746"	"7.972311e+01"	" 6.83513318"	" 7.34889297"	" 6.65637888"	" 7.17671007"	" 6.50657787"	" 6.76418821"	" 6.78362321"	" 6.81469667"	" 6.24574583"	" 6.04369996"	" 6.0704139"	" 6.40228413"	" 4.33909160"	" 5.52392570"	" 5.521066250"	" 5.15677152"	" 4.20257721"	" 4.30492640"	" 4.3306686"	" 4.115396167"	" 2.6309159"	" 3.1214211"	" 3.16993221"	" 2.77521889"	" 0.49764856"	"-0.363982409"	"-0.66211451"	"-1.86430758"	"-1.92894526"	"-1.93268465"	"-1.45473211"	" 0.51332949"	"-0.53500868"	"-0.71639364"	"-1.201631665"	"-0.16721068"	"-0.04435112"	"-0.73002852"	" 0.49171449"	" 0.786582715"	" 0.38367885"	" 1.0381647"	" 1.22317122"	" 3.65744881"	" 4.15499397"	" 3.80333953"	" 3.259607728"
"AT3G11900"	"ANT1"	"encodes an amino acid transporter that transports aromatic and neutral amino acids, IAA, and 2,4-D. Expressed in all tissues with highest abundance in flowers and cauline leaves. a member of a small gene family in Arabidopsis and represents a new class of amino acid transporters."	"820363"	"UP"	"Rhythmic"	" 1.005423"	" 1.39527770"	"  7.913276"	"5.181768e-12"	"7.024086e-10"	" 16.89083720"	"UP"	"Rhythmic"	"1.412882e-16"	"1.130498e-18"	"24"	" 3.0"	"2.0737834"	"2.2975535"	"7.142890e+00"	" 3.55547317"	" 3.45791105"	" 2.71813620"	" 3.74746968"	" 3.52658615"	" 3.93942622"	" 4.03915336"	" 3.08669421"	" 2.79198692"	" 2.98584435"	" 2.7368542"	" 3.30379844"	" 3.26987285"	" 2.73391638"	" 2.490247032"	" 2.08287156"	" 1.26245731"	" 0.61166175"	" 0.6122586"	" 1.438985301"	"-0.8499010"	" 0.4929278"	"-0.26609083"	" 0.12132324"	" 0.18074456"	"-0.478339329"	"-0.30852558"	"-0.08691539"	"-2.34163684"	"-0.98198927"	"-0.39610420"	"-0.43472330"	"-0.16578030"	"-1.05502628"	"-0.703767695"	"-1.28085667"	"-0.44742566"	"-0.72002816"	"-0.38681965"	" 0.523698105"	" 0.47303239"	" 1.2504043"	"-0.11079825"	" 2.51286820"	" 1.92010293"	" 2.43778611"	" 2.425312787"
"AT1G13470"	NA	NA	"837907"	"DOWN"	"Rhythmic"	"-1.004590"	" 0.60289772"	" -4.445058"	"2.428934e-05"	"5.456803e-04"	"  1.90561355"	"DOWN"	"Rhythmic"	"6.044839e-04"	"1.678779e-04"	"24"	"10.0"	"0.6024648"	"0.7499329"	"1.313619e+00"	"-0.58812107"	" 0.91636660"	"-0.26708031"	" 1.50540431"	" 1.08401199"	" 0.41351666"	" 0.92361270"	"-0.02604445"	" 0.88290060"	" 0.07880528"	" 2.6172515"	" 0.46574410"	" 0.93354286"	" 0.43546428"	" 0.002074516"	" 1.01254614"	" 1.99177650"	" 1.61703268"	" 2.0658143"	" 0.392200277"	" 2.3112241"	" 2.1696502"	" 2.16662047"	" 2.59685762"	"-0.16223392"	" 1.986367272"	" 2.64733194"	" 2.74154955"	"-0.50591397"	" 0.42517653"	" 0.55555070"	" 0.55260426"	" 3.16428034"	" 1.04040879"	" 0.275887260"	" 0.96519012"	"-1.16725853"	"-1.16890389"	" 1.59121968"	"-0.091377837"	" 0.63549698"	"-0.6455454"	"-1.54702907"	"-0.34149676"	"-1.45909440"	"-0.12049653"	" 0.160532285"
"AT4G18440"	NA	NA	"827575"	"UP"	"Rhythmic"	" 1.001300"	" 5.44693009"	"  4.252279"	"5.038032e-05"	"9.964108e-04"	"  1.20755644"	"UP"	"Rhythmic"	"2.336054e-09"	"1.635848e-10"	"24"	" 8.0"	"2.5176022"	"2.3372465"	"1.116576e+02"	" 2.03560501"	" 1.23113217"	" 3.38001269"	" 1.84898041"	" 5.65419580"	" 5.28862648"	" 4.82751604"	" 5.20081913"	" 6.53544016"	" 7.36370807"	" 7.1265695"	" 7.69152816"	" 5.59450309"	" 6.62356858"	" 7.796175341"	" 6.59189067"	" 6.72945730"	" 6.15472896"	" 6.3957597"	" 6.839698467"	" 5.4572185"	" 5.2780045"	" 6.20858508"	" 6.20097111"	" 6.42953680"	" 5.323978278"	" 5.10278410"	" 4.74754514"	" 4.01050972"	" 2.86524380"	" 3.68415208"	" 4.86074145"	" 1.80976296"	" 4.01575279"	" 2.702506258"	" 3.20444634"	" 2.97168024"	" 2.10094315"	" 1.90863162"	" 2.384469477"	" 2.58081123"	" 2.3359648"	" 3.47291181"	" 1.70280003"	" 1.56692590"	" 1.81474833"	" 2.671098879"
"AT5G62720"	"AtNITR2;1"	NA	"836393"	"DOWN"	"Rhythmic"	"-1.000886"	" 4.96329783"	" -4.754389"	"7.255478e-06"	"2.011242e-04"	"  3.06672510"	"DOWN"	"Rhythmic"	"6.325330e-13"	"1.697810e-14"	"24"	"12.0"	"1.9812643"	"2.1099469"	"1.339984e+02"	" 0.91854963"	"-0.04039729"	" 0.56131632"	" 0.19045756"	" 1.20235650"	" 1.60799978"	" 1.33709539"	" 1.80621430"	" 3.52839641"	" 3.73904284"	" 3.6086867"	" 3.79963511"	" 5.51316129"	" 5.00573455"	" 5.329019759"	" 5.22259438"	" 6.84657482"	" 5.87890934"	" 6.7174403"	" 6.644789035"	" 6.7796578"	" 6.4775561"	" 5.32385670"	" 6.49121041"	" 6.12621661"	" 6.188882952"	" 6.12201450"	" 5.65561382"	" 4.80641961"	" 4.15132804"	" 4.81694713"	" 5.39704499"	" 4.92829724"	" 4.62751325"	" 5.864922190"	" 4.57564746"	" 4.11288693"	" 3.91029305"	" 4.08490040"	" 4.293140006"	" 4.03911841"	" 3.6971401"	" 4.02475083"	" 2.38074625"	" 2.85368292"	" 1.97871776"	" 2.387175748"
